PYTHON_NUMBER,CEO_1,CEO_2,CEO_3,LEVEL,GENDER,AGE,ETHNICITY,ETHNICITY_2,COUNTRY,JOB_PROFILE,WORKING_PATTERN,CURRENT_SALARY,SALARY_INCREASE_PCT,NEW_SALARY_FTE,NEW_SALARY,CURRENT_SALARY_FOR_THOSE_WITH_INCREASE,HAS_SALARY_INCREASE,SALARY_ELIGIBLE,BONUS_ELIGIBLE,SALARY_MAVP_FOR_DISCRETIONARY_AWARD,DISCRETIONARY_RATIONALE,DISCRETIONARY_AMOUNT,DISCRETIONARY_BONUS_PCT,BONUS_OPPORTUNITY,DIVISION
2738,Commercial & Institutional Ring Fenced Bank (Robert Begbie),Business Banking and International Retail (Jon Neil),Direct BB - Direct Lending (Lisa Tyrer),B,Male,61 - 64,Asian/Asian British,BAME,United Kingdom,Relationship Manager - Business Banking B7,Full time,58814.69,0.0225,60138.02,60138.02,58814.69,1,Yes,Yes,58814.69,Performing,3000.0,0.051008,0.15,C&I RFB
2827,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),B,Female,51 - 60,Asian/Asian British,BAME,United Kingdom,Complaints Team Manager B7,Full time,44772.62,0.0345,46315.8,46315.8,44772.62,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
2829,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),B,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,Credit Officer - Personal & Business Banking B5,Full time,35441.52,0.0282,36441.52,36441.52,35441.52,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
2836,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),A,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,Customer Service & Operations Analyst (Volume) A3,Full time,28902.63,0.0346,29902.63,29902.63,28902.63,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
2839,NatWest Digital X (Scott Marcar),Digital X COO (Victoria Cleverley),Privacy Change Portfolio (PCP) (Derek McGavigan),C,Female,51 - 60,Asian/Asian British,BAME,United Kingdom,WoW - Project Manager C9,Full time,55619.0,0.0275,57149.0,57149.0,55619.0,1,Yes,Yes,55619.0,Performing,6118.09,0.11,0.25,NatWest Digital X
2868,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),A,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Underwriter A4,Full time,29777.76,0.0336,30777.76,30777.76,29777.76,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
2869,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),B,Male,65 and over,Asian/Asian British,BAME,United Kingdom,Credit Officer - Personal & Business Banking B5,Part time,21884.56,0.0274,37474.266667,22484.56,21884.56,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
2888,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),B,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Lead Underwriter B5,Full time,33548.05,0.0599,35558.05,35558.05,33548.05,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
2889,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),B,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,Credit Officer - Personal & Business Banking B5,Full time,35717.35,0.028,36717.35,36717.35,35717.35,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
2890,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),Mortgage Assurance & Monitoring (Michael Robilliard),C,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,Operational Support Manager C9,Full time,51260.46,0.0439,53508.24,53508.24,51260.46,1,Yes,Yes,51260.46,Performing,6800.0,0.132656,0.25,Retail Banking
2891,Commercial & Institutional Ring Fenced Bank (Robert Begbie),Business Banking and International Retail (Jon Neil),Accelerator and Partnerships (Darren Pirie),C,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Regional Accelerator Lead C11,Full time,73636.82,0.0285,75737.74,75737.74,73636.82,1,Yes,Yes,73636.82,Performing,19250.0,0.261418,0.5,C&I RFB
2897,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),"HBO Mortgages Performance, Planning and MI (Emma Crainie)",B,Female,51 - 60,Asian/Asian British,BAME,United Kingdom,Commercial Support Analyst B5,Full time,36798.81,0.0326,37998.81,37998.81,36798.81,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
2898,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Female,51 - 60,Asian/Asian British,BAME,United Kingdom,Customer Service Associate A4,Full time,28786.86,0.0,28786.86,28786.86,0.0,0,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
2911,Customer & Operations (James Holian),FinCrime Hub (Nicola Horton),COO (Joan Meehan),B,Female,51 - 60,Asian/Asian British,BAME,United Kingdom,Business Analyst B7,Full time,56505.85,0.0283,58107.23,58107.23,56505.85,1,Yes,,0.0,,0.0,0.0,0.0,Customer & Operations
2929,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Female,61 - 64,Asian/Asian British,BAME,United Kingdom,Customer Service & Operations Analyst (Volume) A4,Part time,23894.76,0.0,26134.485399,23894.76,0.0,0,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
2940,NatWest Digital X (Scott Marcar),Digital X COO (Victoria Cleverley),DX Controls and Controls Transformation (Bukola Adisa),B,Male,41 - 50,Asian/Asian British,BAME,United Kingdom,Performance & Business Management Analyst B7,Full time,45773.74,0.0225,46803.65,46803.65,45773.74,1,Yes,,0.0,,0.0,0.0,0.0,NatWest Digital X
2945,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),A,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Customer Service & Operations Analyst (Volume) A3,Full time,29010.76,0.0473,30382.43,30382.43,29010.76,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
2960,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),A,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Customer Service & Operations Analyst (Volume) A3,Full time,29832.07,0.0416,31072.51,31072.51,29832.07,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
2972,NatWest Digital X (Scott Marcar),Retail CDIO (Wendy Redshaw),Everyday Banking (Sue Rees),C,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Technology WoW - Release Train Manager C9,Full time,79297.0,0.0353,82097.0,82097.0,79297.0,1,Yes,Yes,79297.0,Performing,10500.0,0.132414,0.25,NatWest Digital X
2994,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),A,Female,51 - 60,Asian/Asian British,BAME,United Kingdom,Customer Service & Operations Analyst (Volume) A3,Full time,30313.67,0.033,31313.67,31313.67,30313.67,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3045,Finance (Katie Murray),Finance - Commercial and Institutional (Carolina Romero Ramirez),Financial Planning & Analysis (Victoria Larard),C,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,Strategic Finance Advisor C11,Full time,97786.14,0.02,99741.86,99741.86,97786.14,1,Yes,Yes,97786.14,Performing,0.0,0.0,0.25,Finance
3092,Commercial & Institutional Ring Fenced Bank (Robert Begbie),Commercial Mid-Market (Andrew Gray),Commercial Mid-Market - Specialist Businesses (Paul Edwards),C,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,Commercial Relationship Manager - Asset Finance C11,Full time,102500.0,0.0,102500.0,102500.0,0.0,0,Yes,Yes,94592.86,Performing,25000.0,0.264291,0.5,C&I RFB
3157,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),FH&S (Haydn Williams),B,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Controls Assurance B7,Full time,40017.34,0.0503,42031.18,42031.18,40017.34,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3191,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),A,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Customer Service & Operations Analyst (Volume) A3,Full time,29374.16,0.034,30374.16,30374.16,29374.16,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3192,Finance (Katie Murray),Finance - Group Finance (Andrew Wells),Group Financial Planning and Analysis (Joseph Pattara),C,Male,41 - 50,Asian/Asian British,BAME,United Kingdom,Risk Analytics Manager C11,Full time,75709.2,0.0403,78759.2,78759.2,75709.2,1,Yes,Yes,75709.2,Performing,18927.3,0.25,0.25,Finance
3196,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Branch and Local Banking (Jimmy Robertson),B,Male,41 - 50,Asian/Asian British,BAME,United Kingdom,Lead Personal Banker (Volume) B5,Part time,28401.72,0.0467,33564.502653,29728.08,28401.72,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3214,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),B,Male,41 - 50,Asian/Asian British,BAME,United Kingdom,Lead Underwriter B5,Part time,26397.93,0.0303,33997.4125,27197.93,26397.93,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3242,Commercial & Institutional Ring Fenced Bank (Robert Begbie),Commercial Mid-Market (Andrew Gray),Commercial Mid-Market - Portfolio Management (David Harris),C,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Portfolio Management Credit Delivery Manager C9,Full time,63486.67,0.03,65391.27,65391.27,63486.67,1,Yes,Yes,55600.0,Performing,7500.0,0.134892,0.25,C&I RFB
9959,Wealth Businesses (Emma Crystal),Wealth COO (Jamel Oulidi),Wealth Operations (Mohtashim Khan),A,Male,41 - 50,Asian/Asian British,BAME,United Kingdom,Customer Service & Operations Analyst (Volume) A3,Full time,29085.71,0.0344,30085.71,30085.71,29085.71,1,Yes,,0.0,,0.0,0.0,0.0,Private Banking & Wealth Management
9985,Wealth Businesses (Emma Crystal),Client Service & Delivery - Client Service (Patrick Morse),Affluent Professionals and BD (Claire-Marie Roche),A,Male,41 - 50,Asian/Asian British,BAME,United Kingdom,Customer Service Associate A4,Full time,31739.0,0.0488,33289.0,33289.0,31739.0,1,Yes,,0.0,,0.0,0.0,0.0,Private Banking & Wealth Management
3249,"Legal, Governance and Regulatory Affairs (William Luker)",GC L and I (Carol Paton),LIRA (Katie Willis),B,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Investigator B7,Full time,39784.07,0.0589,42125.43,42125.43,39784.07,1,Yes,,0.0,,0.0,0.0,0.0,Legal & Regulatory Affairs
10070,Wealth Businesses (Emma Crystal),Client Service & Delivery - Client Service (Patrick Morse),Affluent Professionals and BD (Claire-Marie Roche),A,Male,41 - 50,Asian/Asian British,BAME,United Kingdom,Customer Service Associate A4,Full time,29180.0,0.04,30347.2,30347.2,29180.0,1,Yes,,0.0,,0.0,0.0,0.0,Private Banking & Wealth Management
3381,Retail Banking (Solange Chamberlain),Payments CoE (Mark Brant),Cash and Self Service (Richard Talbot),B,Female,51 - 60,Asian/Asian British,BAME,United Kingdom,Cash Centre Unit Leader B7,Full time,42841.73,0.04,44555.4,44555.4,42841.73,1,Yes,,0.0,,0.0,0.0,0.0,Payments CoE
3395,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",C and I Operations (Michael Carrier),B,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,Customer Service & Operations Analyst - Anti-Money Laundering B5,Full time,37477.52,0.0267,38477.52,38477.52,37477.52,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
3396,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),B,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Complaints Handler B5,Part time,19975.18,0.04,33048.34553,20774.19,19975.18,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3401,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Branch and Local Banking (Jimmy Robertson),A,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Personal Banker (Volume) A4,Part time,14399.19,0.04,32761.233866,14975.16,14399.19,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3403,Retail Banking (Solange Chamberlain),"Customer Vulnerability, Retail Controls & Remediation (Brian Holland)",Retail Controls (Helen Fryer),B,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Product Governance and Regulatory Change Analyst B7,Full time,44394.66,0.0,0.0,44394.66,0.0,0,,,0.0,,0.0,0.0,0.0,Retail Banking
3405,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),FH&S (Haydn Williams),A,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Customer Service & Operations Analyst A3,Full time,30405.83,0.0329,31405.83,31405.83,30405.83,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3407,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),A,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Underwriter A4,Full time,31585.45,0.0317,32585.45,32585.45,31585.45,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3408,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Customer Service Associate A4,Part time,11470.26,0.04,29822.675,11929.07,11470.26,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3409,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Customer Service Associate A4,Full time,32273.07,0.031,33273.07,33273.07,32273.07,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3410,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Connected Customer Xperience (Tammy Martin),A,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,Customer Service Associate A4,Part time,30321.09,0.032,32213.804818,31292.49,30321.09,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3413,Commercial & Institutional Ring Fenced Bank (Robert Begbie),Balance Sheet Management (Robert Lloyd),Credit Model (Martin King),B,Male,41 - 50,Asian/Asian British,BAME,United Kingdom,Transaction Management Analyst B5,Full time,36991.3,0.0406,38491.3,38491.3,36991.3,1,Yes,,0.0,,0.0,0.0,0.0,C&I RFB
3414,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Branch and Local Banking (Jimmy Robertson),A,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Personal Banker (Volume) A4,Part time,17866.78,0.0424,31040.083333,18624.05,17866.78,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3437,Retail Banking (Solange Chamberlain),"Customer Vulnerability, Retail Controls & Remediation (Brian Holland)",Retail Controls (Helen Fryer),B,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Business Controls Partner B7,Full time,44005.64,0.0366,45615.81,45615.81,44005.64,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3479,Retail Banking (Solange Chamberlain),Home Ownership and Customer Borrowing (Barry Connolly),HBO Distribution (Bradley Fordham),A,Male,41 - 50,Asian/Asian British,BAME,United Kingdom,Customer Service & Operations Analyst (Volume) A3,Full time,28057.01,0.0356,29057.01,29057.01,28057.01,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3503,Retail Banking (Solange Chamberlain),Direct and Local Banking (Andrew Harrison),Head of Branch and Local Banking (Jimmy Robertson),A,Female,41 - 50,Asian/Asian British,BAME,United Kingdom,Personal Banker (Volume) A4,Part time,17200.95,0.0493,30080.366667,18048.22,17200.95,1,Yes,,0.0,,0.0,0.0,0.0,Retail Banking
3561,Commercial & Institutional Ring Fenced Bank (Robert Begbie),"Chief Operating Office, Commercial Banking (Sapna Dattani)",Data and AI (Diane Black [C]),C,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,Data Analyst C9,Full time,65746.32,0.028,67589.67,67589.67,65746.32,1,Yes,Yes,65746.32,Performing,5600.0,0.085176,0.25,C&I RFB
3605,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Payments Services & Technology (Ian Povey),C,Female,51 - 60,Asian/Asian British,BAME,United Kingdom,WoW - Production Manager C9,Full time,83556.81,0.03,86063.51,86063.51,83556.81,1,Yes,Yes,83556.81,Performing,15875.79,0.19,0.25,NatWest Digital X
3606,NatWest Digital X (Scott Marcar),Retail CDIO (Wendy Redshaw),,D,Female,51 - 60,Asian/Asian British,BAME,United Kingdom,WoW - Technology Domain Lead D13,Full time,185000.0,0.0541,195000.0,195000.0,185000.0,1,Yes,Yes,185000.0,Performing,143885.65,0.77776,0.5,NatWest Digital X
3614,NatWest Digital X (Scott Marcar),Digital X COO (Victoria Cleverley),DX Transformation (Jon Simpson),C,Female,51 - 60,Asian/Asian British,BAME,United Kingdom,Performance & Business Management Manager C9,Full time,54415.02,0.0322,56165.02,56165.02,54415.02,1,Yes,Yes,54415.02,Performing,5504.0,0.101149,0.25,NatWest Digital X
3657,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Hosting Solutions - Cloud Platforms (Mark Campbell),C,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,WoW - Platform Lead C11,Full time,77470.47,0.0387,80470.47,80470.47,77470.47,1,Yes,Yes,77470.47,Performing,19905.16,0.256939,0.25,NatWest Digital X
3662,NatWest Digital X (Scott Marcar),Retail CDIO (Wendy Redshaw),Digital Channels (Li Qun Taylor),C,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,WoW - Principal Engineer C11,Full time,107129.67,0.03,110343.56,110343.56,107129.67,1,Yes,Yes,107129.67,Performing,12855.56,0.12,0.25,NatWest Digital X
3670,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Core Solutions (Iain McCorquodale),C,Male,65 and over,Asian/Asian British,BAME,United Kingdom,WoW - Deployment Manager C9,Full time,80841.57,0.0346,83636.59,83636.59,80841.57,1,Yes,Yes,80841.57,Performing,7679.95,0.095,0.25,NatWest Digital X
3673,NatWest Digital X (Scott Marcar),GCOO CDIO & India Hub (Ruchika Panesar),CDIO Group COO & Colleague Platforms (Simon Corcoran),B,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,WoW - Infrastructure Analyst IP B7,Full time,88733.93,0.025,90951.93,90951.93,88733.93,1,Yes,,0.0,,0.0,0.0,0.0,NatWest Digital X
3674,Finance (Katie Murray),Finance - Group Finance (Andrew Wells),Finance Performance Management (Claire Nelson),B,Female,61 - 64,Asian/Asian British,BAME,United Kingdom,Personal Assistant B5,Full time,47619.0,0.0225,48690.43,48690.43,47619.0,1,Yes,,0.0,,0.0,0.0,0.0,Finance
3675,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Core Solutions (Iain McCorquodale),C,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,WoW - Deployment Manager C9,Full time,79502.3,0.03,81887.37,81887.37,79502.3,1,Yes,Yes,79502.3,Performing,5500.0,0.06918,0.25,NatWest Digital X
3676,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Transaction Services (Sally Aitken),C,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,Technology WoW - Business Analyst C9,Full time,76392.48,0.0475,80022.48,80022.48,76392.48,1,Yes,Yes,76392.48,Performing,13500.0,0.176719,0.25,NatWest Digital X
3682,NatWest Digital X (Scott Marcar),Retail CDIO (Wendy Redshaw),One Bank Mortgages (Stephen Haynes),C,Female,51 - 60,Asian/Asian British,BAME,United Kingdom,Lead Specialist Architect C11,Full time,103649.0,0.035,107276.72,107276.72,103649.0,1,Yes,Yes,103649.0,Performing,12437.88,0.12,0.25,NatWest Digital X
3683,NatWest Digital X (Scott Marcar),C&I CDIO (Matt Camichel),Transaction Services (Sally Aitken),C,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,Technology WoW - Business Analyst C11,Full time,85557.5,0.0389,88888.44,88888.44,85557.5,1,Yes,Yes,85557.5,Performing,17600.0,0.20571,0.25,NatWest Digital X
3689,Finance (Katie Murray),Finance - Group Finance (Andrew Wells),Digital Finance (Carolyn Munro),C,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,Project Manager C11,Full time,96831.14,0.0516,101831.14,101831.14,96831.14,1,Yes,Yes,96831.14,Performing,24207.79,0.25,0.25,Finance
3694,NatWest Digital X (Scott Marcar),Technology (Ken Adamson),Core Solutions (Iain McCorquodale),C,Male,51 - 60,Asian/Asian British,BAME,United Kingdom,WoW - Production Manager C9,Full time,86334.87,0.0313,89034.87,89034.87,86334.87,1,Yes,Yes,86334.87,Performing,10360.0,0.119998,0.25,NatWest Digital X
